2008,2003
3.5,5.7
7.2,3.3
1.7,1.8
4.1,3.2
5.5,3.4
5.6,2.4
3.2,3.3
6.1,4.6
6.7,3.4
3.0,3.3
2.5,3.3
6.6,2.3
1.2,3.2
2.2,4.7
2.4,2.5
1.5,1.6
5.5,3.5
3.4,2.5
4.5,5.6
6.6,1.4
